"FileName","FilePath","RelativePath","FileSize","ActualFormat","IsFakePng","HexHeader"
"driver_18.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_18.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_18.png","79348","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"driver_5.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_5.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_5.png","48159","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"driver_6.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_6.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_6.png","50605","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"driver_7.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_7.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_7.png","161184","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"driver_8.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_8.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_8.png","4418","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"driver_9.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_9.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\driver_9.png","16077","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"esp32_1.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\esp32_1.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\esp32_1.png","29381","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"esp32_2.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\esp32_2.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\esp32_2.png","51294","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"esp32_3.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\esp32_3.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\esp32_3.png","95408","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"esp32_4.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\esp32_4.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\esp32_4.png","43847","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"import_lib1.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\import_lib1.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\import_lib1.png","32448","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"import_lib2.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\import_lib2.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\import_lib2.png","23720","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"Install_Arduino_IDE_1.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\Install_Arduino_IDE_1.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\Install_Arduino_IDE_1.png","78512","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"Install_Arduino_IDE_2.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\Install_Arduino_IDE_2.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\Install_Arduino_IDE_2.png","140560","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
"Install_Arduino_IDE_3.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\Install_Arduino_IDE_3.png","I:\Github\Ultimate-_tarter_Kit_for_Pico_W_PDF\Ultimate-Starter-Kit-for-Pico-W\docs\source\preparation\img\C_preparation\Install_Arduino_IDE_3.png","59364","PNG","False","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52"
